16A81A0120,R1632018,COMPUTER AIDED ENGINEERING LAB,B,2
16A81A0120,R163201B,DBMS,F,0
16A81A0121,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0121,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0121,R1632013,ENVIRONMENTAL ENGINEERING -I,F,0
16A81A0121,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0121,R1632016,GEOTECHNICAL ENGINEERING LAB,A,2
16A81A0121,R1632017,ENVIRONMENTAL ENGINEERING LAB,F,0
16A81A0121,R1632018,COMPUTER AIDED ENGINEERING LAB,D,2
16A81A0121,R163201B,DBMS,F,0
16A81A0122,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0122,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0122,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0122,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0122,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0122,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0122,R1632018,COMPUTER AIDED ENGINEERING LAB,C,2
16A81A0122,R163201B,DBMS,F,0
16A81A0123,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,B,3
16A81A0123,R1632012,GEOTECHNICAL ENGINEERING - I,S,3
16A81A0123,R1632013,ENVIRONMENTAL ENGINEERING -I,A,3
16A81A0123,R1632014,WATER RESOURCE ENGINEERING -I,S,3
16A81A0123,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0123,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0123,R1632018,COMPUTER AIDED ENGINEERING LAB,S,2
16A81A0123,R163201B,DBMS,B,3
16A81A0124,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,C,3
16A81A0124,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0124,R1632013,ENVIRONMENTAL ENGINEERING -I,B,3
16A81A0124,R1632014,WATER RESOURCE ENGINEERING -I,C,3
16A81A0124,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
